x	xend	y	yend	showSelected1
14.5	17.5	0.179149963320559	0.179149963320559	22
14.5	17.5	0.179149963320559	0.179149963320559	23
14.5	17.5	0.179149963320559	0.179149963320559	24
14.5	17.5	0.179149963320559	0.179149963320559	25
17.5	19.5	0.265765443731891	0.265765443731891	22
17.5	19.5	0.265765443731891	0.265765443731891	23
17.5	19.5	0.265765443731891	0.265765443731891	24
17.5	19.5	0.265765443731891	0.265765443731891	25
17.5	20.5	0.254399450037862	0.254399450037862	15
17.5	20.5	0.254399450037862	0.254399450037862	16
17.5	20.5	0.254399450037862	0.254399450037862	17
17.5	20.5	0.254399450037862	0.254399450037862	18
17.5	20.5	0.254399450037862	0.254399450037862	19
17.5	20.5	0.254399450037862	0.254399450037862	20
17.5	20.5	0.254399450037862	0.254399450037862	21
19.5	20.5	0.243033456343833	0.243033456343833	22
19.5	20.5	0.243033456343833	0.243033456343833	23
19.5	20.5	0.243033456343833	0.243033456343833	24
19.5	20.5	0.243033456343833	0.243033456343833	25
20.5	21.5	-0.743730875249225	-0.743730875249225	24
20.5	21.5	-0.743730875249225	-0.743730875249225	25
20.5	23.5	-0.750572928793083	-0.750572928793083	6
20.5	23.5	-0.750572928793083	-0.750572928793083	7
20.5	23.5	-0.750572928793083	-0.750572928793083	8
20.5	23.5	-0.750572928793083	-0.750572928793083	9
20.5	23.5	-0.750572928793083	-0.750572928793083	10
20.5	23.5	-0.750572928793083	-0.750572928793083	11
20.5	23.5	-0.750572928793083	-0.750572928793083	12
20.5	23.5	-0.750572928793083	-0.750572928793083	13
20.5	23.5	-0.750572928793083	-0.750572928793083	14
20.5	23.5	-0.750572928793083	-0.750572928793083	15
20.5	23.5	-0.750572928793083	-0.750572928793083	16
20.5	23.5	-0.750572928793083	-0.750572928793083	17
20.5	23.5	-0.750572928793083	-0.750572928793083	18
20.5	23.5	-0.750572928793083	-0.750572928793083	19
20.5	23.5	-0.750572928793083	-0.750572928793083	20
20.5	23.5	-0.750572928793083	-0.750572928793083	21
20.5	23.5	-0.750572928793083	-0.750572928793083	22
20.5	23.5	-0.750572928793083	-0.750572928793083	23
20.5	30.5	-0.834157116467115	-0.834157116467115	4
20.5	30.5	-0.834157116467115	-0.834157116467115	5
21.5	23.5	-0.757414982336941	-0.757414982336941	24
21.5	23.5	-0.757414982336941	-0.757414982336941	25
23.5	25.5	-1.03456378199638	-1.03456378199638	7
23.5	25.5	-1.03456378199638	-1.03456378199638	8
23.5	25.5	-1.03456378199638	-1.03456378199638	9
23.5	25.5	-1.03456378199638	-1.03456378199638	10
23.5	25.5	-1.03456378199638	-1.03456378199638	11
23.5	25.5	-1.03456378199638	-1.03456378199638	12
23.5	25.5	-1.03456378199638	-1.03456378199638	13
23.5	25.5	-1.03456378199638	-1.03456378199638	14
23.5	25.5	-1.03456378199638	-1.03456378199638	15
23.5	25.5	-1.03456378199638	-1.03456378199638	16
23.5	25.5	-1.03456378199638	-1.03456378199638	17
23.5	25.5	-1.03456378199638	-1.03456378199638	18
23.5	25.5	-1.03456378199638	-1.03456378199638	19
23.5	25.5	-1.03456378199638	-1.03456378199638	20
23.5	25.5	-1.03456378199638	-1.03456378199638	21
23.5	25.5	-1.03456378199638	-1.03456378199638	22
23.5	25.5	-1.03456378199638	-1.03456378199638	23
23.5	25.5	-1.03456378199638	-1.03456378199638	24
23.5	25.5	-1.03456378199638	-1.03456378199638	25
23.5	30.5	-0.889879908249803	-0.889879908249803	6
25.5	28.5	-0.841241486362947	-0.841241486362947	18
25.5	28.5	-0.841241486362947	-0.841241486362947	19
25.5	28.5	-0.841241486362947	-0.841241486362947	20
25.5	28.5	-0.841241486362947	-0.841241486362947	21
25.5	28.5	-0.841241486362947	-0.841241486362947	22
25.5	28.5	-0.841241486362947	-0.841241486362947	23
25.5	28.5	-0.841241486362947	-0.841241486362947	24
25.5	28.5	-0.841241486362947	-0.841241486362947	25
25.5	30.5	-0.817537971376512	-0.817537971376512	7
25.5	30.5	-0.817537971376512	-0.817537971376512	8
25.5	30.5	-0.817537971376512	-0.817537971376512	9
25.5	30.5	-0.817537971376512	-0.817537971376512	10
25.5	30.5	-0.817537971376512	-0.817537971376512	11
25.5	30.5	-0.817537971376512	-0.817537971376512	12
25.5	30.5	-0.817537971376512	-0.817537971376512	13
25.5	30.5	-0.817537971376512	-0.817537971376512	14
25.5	30.5	-0.817537971376512	-0.817537971376512	15
25.5	30.5	-0.817537971376512	-0.817537971376512	16
25.5	30.5	-0.817537971376512	-0.817537971376512	17
28.5	30.5	-0.793834456390077	-0.793834456390077	18
28.5	30.5	-0.793834456390077	-0.793834456390077	19
28.5	30.5	-0.793834456390077	-0.793834456390077	20
28.5	30.5	-0.793834456390077	-0.793834456390077	21
28.5	30.5	-0.793834456390077	-0.793834456390077	22
28.5	30.5	-0.793834456390077	-0.793834456390077	23
28.5	30.5	-0.793834456390077	-0.793834456390077	24
28.5	30.5	-0.793834456390077	-0.793834456390077	25
30.5	31.5	1.7311487572907	1.7311487572907	9
30.5	31.5	1.7311487572907	1.7311487572907	10
30.5	31.5	1.7311487572907	1.7311487572907	11
30.5	31.5	1.7311487572907	1.7311487572907	12
30.5	31.5	1.7311487572907	1.7311487572907	13
30.5	31.5	1.7311487572907	1.7311487572907	14
30.5	31.5	1.7311487572907	1.7311487572907	15
30.5	31.5	1.7311487572907	1.7311487572907	16
30.5	31.5	1.7311487572907	1.7311487572907	17
30.5	31.5	1.7311487572907	1.7311487572907	18
30.5	31.5	1.7311487572907	1.7311487572907	19
30.5	31.5	1.7311487572907	1.7311487572907	20
30.5	31.5	1.7311487572907	1.7311487572907	21
30.5	31.5	1.7311487572907	1.7311487572907	22
30.5	31.5	1.7311487572907	1.7311487572907	23
30.5	31.5	1.7311487572907	1.7311487572907	24
30.5	31.5	1.7311487572907	1.7311487572907	25
30.5	40.5	1.64681030201924	1.64681030201924	3
30.5	40.5	1.64681030201924	1.64681030201924	4
30.5	40.5	1.64681030201924	1.64681030201924	5
30.5	40.5	1.64681030201924	1.64681030201924	6
30.5	40.5	1.64681030201924	1.64681030201924	7
30.5	40.5	1.64681030201924	1.64681030201924	8
30.5	50.5	1.00524226970268	1.00524226970268	2
31.5	32.5	1.58500202940349	1.58500202940349	17
31.5	32.5	1.58500202940349	1.58500202940349	18
31.5	32.5	1.58500202940349	1.58500202940349	19
31.5	32.5	1.58500202940349	1.58500202940349	20
31.5	32.5	1.58500202940349	1.58500202940349	21
31.5	32.5	1.58500202940349	1.58500202940349	22
31.5	32.5	1.58500202940349	1.58500202940349	23
31.5	32.5	1.58500202940349	1.58500202940349	24
31.5	32.5	1.58500202940349	1.58500202940349	25
31.5	34.5	1.60952499634861	1.60952499634861	16
31.5	37.5	1.59094377950168	1.59094377950168	10
31.5	37.5	1.59094377950168	1.59094377950168	11
31.5	37.5	1.59094377950168	1.59094377950168	12
31.5	37.5	1.59094377950168	1.59094377950168	13
31.5	37.5	1.59094377950168	1.59094377950168	14
31.5	37.5	1.59094377950168	1.59094377950168	15
31.5	40.5	1.62994261096495	1.62994261096495	9
32.5	34.5	1.63404796329373	1.63404796329373	17
32.5	34.5	1.63404796329373	1.63404796329373	18
32.5	34.5	1.63404796329373	1.63404796329373	19
32.5	34.5	1.63404796329373	1.63404796329373	20
32.5	34.5	1.63404796329373	1.63404796329373	21
32.5	34.5	1.63404796329373	1.63404796329373	22
32.5	34.5	1.63404796329373	1.63404796329373	23
32.5	34.5	1.63404796329373	1.63404796329373	24
32.5	34.5	1.63404796329373	1.63404796329373	25
34.5	37.5	1.55378134580782	1.55378134580782	16
34.5	37.5	1.55378134580782	1.55378134580782	17
34.5	37.5	1.55378134580782	1.55378134580782	18
34.5	37.5	1.55378134580782	1.55378134580782	19
34.5	37.5	1.55378134580782	1.55378134580782	20
34.5	37.5	1.55378134580782	1.55378134580782	21
34.5	37.5	1.55378134580782	1.55378134580782	22
34.5	37.5	1.55378134580782	1.55378134580782	23
34.5	37.5	1.55378134580782	1.55378134580782	24
34.5	37.5	1.55378134580782	1.55378134580782	25
37.5	39.5	1.70528333933618	1.70528333933618	20
37.5	39.5	1.70528333933618	1.70528333933618	21
37.5	39.5	1.70528333933618	1.70528333933618	22
37.5	39.5	1.70528333933618	1.70528333933618	23
37.5	39.5	1.70528333933618	1.70528333933618	24
37.5	39.5	1.70528333933618	1.70528333933618	25
37.5	40.5	1.68844085815986	1.68844085815986	10
37.5	40.5	1.68844085815986	1.68844085815986	11
37.5	40.5	1.68844085815986	1.68844085815986	12
37.5	40.5	1.68844085815986	1.68844085815986	13
37.5	40.5	1.68844085815986	1.68844085815986	14
37.5	40.5	1.68844085815986	1.68844085815986	15
37.5	40.5	1.68844085815986	1.68844085815986	16
37.5	40.5	1.68844085815986	1.68844085815986	17
37.5	40.5	1.68844085815986	1.68844085815986	18
37.5	40.5	1.68844085815986	1.68844085815986	19
39.5	40.5	1.67159837698355	1.67159837698355	20
39.5	40.5	1.67159837698355	1.67159837698355	21
39.5	40.5	1.67159837698355	1.67159837698355	22
39.5	40.5	1.67159837698355	1.67159837698355	23
39.5	40.5	1.67159837698355	1.67159837698355	24
39.5	40.5	1.67159837698355	1.67159837698355	25
40.5	42.5	0.313055412190002	0.313055412190002	14
40.5	42.5	0.313055412190002	0.313055412190002	15
40.5	42.5	0.313055412190002	0.313055412190002	16
40.5	42.5	0.313055412190002	0.313055412190002	17
40.5	42.5	0.313055412190002	0.313055412190002	18
40.5	42.5	0.313055412190002	0.313055412190002	19
40.5	42.5	0.313055412190002	0.313055412190002	20
40.5	42.5	0.313055412190002	0.313055412190002	21
40.5	42.5	0.313055412190002	0.313055412190002	22
40.5	42.5	0.313055412190002	0.313055412190002	23
40.5	42.5	0.313055412190002	0.313055412190002	24
40.5	42.5	0.313055412190002	0.313055412190002	25
40.5	44.5	0.365811204409521	0.365811204409521	12
40.5	44.5	0.365811204409521	0.365811204409521	13
40.5	46.5	0.339516453897243	0.339516453897243	11
40.5	50.5	0.363674237386109	0.363674237386109	3
40.5	50.5	0.363674237386109	0.363674237386109	4
40.5	50.5	0.363674237386109	0.363674237386109	5
40.5	50.5	0.363674237386109	0.363674237386109	6
40.5	50.5	0.363674237386109	0.363674237386109	7
40.5	50.5	0.363674237386109	0.363674237386109	8
40.5	50.5	0.363674237386109	0.363674237386109	9
40.5	50.5	0.363674237386109	0.363674237386109	10
42.5	43.5	0.399204109355834	0.399204109355834	23
42.5	43.5	0.399204109355834	0.399204109355834	24
42.5	43.5	0.399204109355834	0.399204109355834	25
42.5	44.5	0.39218910051928	0.39218910051928	14
42.5	44.5	0.39218910051928	0.39218910051928	15
42.5	44.5	0.39218910051928	0.39218910051928	16
42.5	44.5	0.39218910051928	0.39218910051928	17
42.5	44.5	0.39218910051928	0.39218910051928	18
42.5	44.5	0.39218910051928	0.39218910051928	19
42.5	44.5	0.39218910051928	0.39218910051928	20
42.5	44.5	0.39218910051928	0.39218910051928	21
42.5	44.5	0.39218910051928	0.39218910051928	22
43.5	44.5	0.385174091682726	0.385174091682726	23
43.5	44.5	0.385174091682726	0.385174091682726	24
43.5	44.5	0.385174091682726	0.385174091682726	25
44.5	46.5	0.260632202360409	0.260632202360409	12
44.5	46.5	0.260632202360409	0.260632202360409	13
44.5	46.5	0.260632202360409	0.260632202360409	14
44.5	46.5	0.260632202360409	0.260632202360409	15
44.5	46.5	0.260632202360409	0.260632202360409	16
44.5	46.5	0.260632202360409	0.260632202360409	17
44.5	46.5	0.260632202360409	0.260632202360409	18
44.5	46.5	0.260632202360409	0.260632202360409	19
44.5	46.5	0.260632202360409	0.260632202360409	20
44.5	46.5	0.260632202360409	0.260632202360409	21
44.5	46.5	0.260632202360409	0.260632202360409	22
44.5	46.5	0.260632202360409	0.260632202360409	23
44.5	46.5	0.260632202360409	0.260632202360409	24
44.5	46.5	0.260632202360409	0.260632202360409	25
46.5	49.5	0.406361064266902	0.406361064266902	25
46.5	50.5	0.411989804363842	0.411989804363842	11
46.5	50.5	0.411989804363842	0.411989804363842	12
46.5	50.5	0.411989804363842	0.411989804363842	13
46.5	50.5	0.411989804363842	0.411989804363842	14
46.5	50.5	0.411989804363842	0.411989804363842	15
46.5	50.5	0.411989804363842	0.411989804363842	16
46.5	50.5	0.411989804363842	0.411989804363842	17
46.5	50.5	0.411989804363842	0.411989804363842	18
46.5	50.5	0.411989804363842	0.411989804363842	19
46.5	50.5	0.411989804363842	0.411989804363842	20
46.5	50.5	0.411989804363842	0.411989804363842	21
46.5	50.5	0.411989804363842	0.411989804363842	22
46.5	50.5	0.411989804363842	0.411989804363842	23
46.5	50.5	0.411989804363842	0.411989804363842	24
49.5	50.5	0.417618544460782	0.417618544460782	25
