xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	group
22.5	23.5	23 4	segments	23	segments	4	380
23.5	24.5	24 4	segments	24	segments	4	404
24.5	25.5	25 4	segments	25	segments	4	428
0.5	1.5	1 5	segments	1	segments	5	21
1.5	2.5	2 5	segments	2	segments	5	285
2.5	3.5	3 5	segments	3	segments	5	453
3.5	4.5	4 5	segments	4	segments	5	477
4.5	5.5	1	segments	5	segments	5	1
5.5	6.5	6 5	segments	6	segments	5	526
6.5	7.5	7 5	segments	7	segments	5	550
7.5	8.5	8 5	segments	8	segments	5	574
8.5	9.5	9 5	segments	9	segments	5	598
9.5	10.5	10 5	segments	10	segments	5	45
10.5	11.5	11 5	segments	11	segments	5	69
11.5	12.5	12 5	segments	12	segments	5	93
12.5	13.5	13 5	segments	13	segments	5	117
13.5	14.5	14 5	segments	14	segments	5	141
14.5	15.5	15 5	segments	15	segments	5	165
15.5	16.5	16 5	segments	16	segments	5	189
16.5	17.5	17 5	segments	17	segments	5	213
17.5	18.5	18 5	segments	18	segments	5	237
18.5	19.5	19 5	segments	19	segments	5	261
19.5	20.5	20 5	segments	20	segments	5	309
20.5	21.5	21 5	segments	21	segments	5	333
21.5	22.5	22 5	segments	22	segments	5	357
22.5	23.5	23 5	segments	23	segments	5	381
23.5	24.5	24 5	segments	24	segments	5	405
24.5	25.5	25 5	segments	25	segments	5	429
0.5	1.5	1 6	segments	1	segments	6	22
1.5	2.5	2 6	segments	2	segments	6	286
2.5	3.5	3 6	segments	3	segments	6	454
3.5	4.5	4 6	segments	4	segments	6	478
4.5	5.5	5 6	segments	5	segments	6	502
5.5	6.5	1	segments	6	segments	6	1
6.5	7.5	7 6	segments	7	segments	6	551
7.5	8.5	8 6	segments	8	segments	6	575
8.5	9.5	9 6	segments	9	segments	6	599
9.5	10.5	10 6	segments	10	segments	6	46
10.5	11.5	11 6	segments	11	segments	6	70
11.5	12.5	12 6	segments	12	segments	6	94
12.5	13.5	13 6	segments	13	segments	6	118
13.5	14.5	14 6	segments	14	segments	6	142
14.5	15.5	15 6	segments	15	segments	6	166
15.5	16.5	16 6	segments	16	segments	6	190
16.5	17.5	17 6	segments	17	segments	6	214
17.5	18.5	18 6	segments	18	segments	6	238
18.5	19.5	19 6	segments	19	segments	6	262
19.5	20.5	20 6	segments	20	segments	6	310
20.5	21.5	21 6	segments	21	segments	6	334
21.5	22.5	22 6	segments	22	segments	6	358
22.5	23.5	23 6	segments	23	segments	6	382
23.5	24.5	24 6	segments	24	segments	6	406
24.5	25.5	25 6	segments	25	segments	6	430
0.5	1.5	1 7	segments	1	segments	7	23
1.5	2.5	2 7	segments	2	segments	7	287
2.5	3.5	3 7	segments	3	segments	7	455
3.5	4.5	4 7	segments	4	segments	7	479
4.5	5.5	5 7	segments	5	segments	7	503
5.5	6.5	6 7	segments	6	segments	7	527
6.5	7.5	1	segments	7	segments	7	1
7.5	8.5	8 7	segments	8	segments	7	576
8.5	9.5	9 7	segments	9	segments	7	600
9.5	10.5	10 7	segments	10	segments	7	47
10.5	11.5	11 7	segments	11	segments	7	71
11.5	12.5	12 7	segments	12	segments	7	95
12.5	13.5	13 7	segments	13	segments	7	119
13.5	14.5	14 7	segments	14	segments	7	143
14.5	15.5	15 7	segments	15	segments	7	167
15.5	16.5	16 7	segments	16	segments	7	191
16.5	17.5	17 7	segments	17	segments	7	215
17.5	18.5	18 7	segments	18	segments	7	239
18.5	19.5	19 7	segments	19	segments	7	263
19.5	20.5	20 7	segments	20	segments	7	311
20.5	21.5	21 7	segments	21	segments	7	335
21.5	22.5	22 7	segments	22	segments	7	359
22.5	23.5	23 7	segments	23	segments	7	383
23.5	24.5	24 7	segments	24	segments	7	407
24.5	25.5	25 7	segments	25	segments	7	431
0.5	1.5	1 8	segments	1	segments	8	24
1.5	2.5	2 8	segments	2	segments	8	288
2.5	3.5	3 8	segments	3	segments	8	456
3.5	4.5	4 8	segments	4	segments	8	480
4.5	5.5	5 8	segments	5	segments	8	504
5.5	6.5	6 8	segments	6	segments	8	528
6.5	7.5	7 8	segments	7	segments	8	552
7.5	8.5	1	segments	8	segments	8	1
8.5	9.5	9 8	segments	9	segments	8	601
9.5	10.5	10 8	segments	10	segments	8	48
10.5	11.5	11 8	segments	11	segments	8	72
11.5	12.5	12 8	segments	12	segments	8	96
12.5	13.5	13 8	segments	13	segments	8	120
13.5	14.5	14 8	segments	14	segments	8	144
14.5	15.5	15 8	segments	15	segments	8	168
15.5	16.5	16 8	segments	16	segments	8	192
16.5	17.5	17 8	segments	17	segments	8	216
17.5	18.5	18 8	segments	18	segments	8	240
18.5	19.5	19 8	segments	19	segments	8	264
19.5	20.5	20 8	segments	20	segments	8	312
20.5	21.5	21 8	segments	21	segments	8	336
21.5	22.5	22 8	segments	22	segments	8	360
22.5	23.5	23 8	segments	23	segments	8	384
23.5	24.5	24 8	segments	24	segments	8	408
24.5	25.5	25 8	segments	25	segments	8	432
0.5	1.5	1 9	segments	1	segments	9	25
1.5	2.5	2 9	segments	2	segments	9	289
2.5	3.5	3 9	segments	3	segments	9	457
3.5	4.5	4 9	segments	4	segments	9	481
4.5	5.5	5 9	segments	5	segments	9	505
5.5	6.5	6 9	segments	6	segments	9	529
6.5	7.5	7 9	segments	7	segments	9	553
7.5	8.5	8 9	segments	8	segments	9	577
8.5	9.5	1	segments	9	segments	9	1
9.5	10.5	10 9	segments	10	segments	9	49
10.5	11.5	11 9	segments	11	segments	9	73
11.5	12.5	12 9	segments	12	segments	9	97
12.5	13.5	13 9	segments	13	segments	9	121
13.5	14.5	14 9	segments	14	segments	9	145
14.5	15.5	15 9	segments	15	segments	9	169
15.5	16.5	16 9	segments	16	segments	9	193
16.5	17.5	17 9	segments	17	segments	9	217
17.5	18.5	18 9	segments	18	segments	9	241
18.5	19.5	19 9	segments	19	segments	9	265
19.5	20.5	20 9	segments	20	segments	9	313
20.5	21.5	21 9	segments	21	segments	9	337
21.5	22.5	22 9	segments	22	segments	9	361
22.5	23.5	23 9	segments	23	segments	9	385
23.5	24.5	24 9	segments	24	segments	9	409
24.5	25.5	25 9	segments	25	segments	9	433
0.5	1.5	1 10	segments	1	segments	10	2
1.5	2.5	2 10	segments	2	segments	10	267
2.5	3.5	3 10	segments	3	segments	10	435
3.5	4.5	4 10	segments	4	segments	10	459
4.5	5.5	5 10	segments	5	segments	10	483
5.5	6.5	6 10	segments	6	segments	10	507
6.5	7.5	7 10	segments	7	segments	10	531
7.5	8.5	8 10	segments	8	segments	10	555
8.5	9.5	9 10	segments	9	segments	10	579
9.5	10.5	1	segments	10	segments	10	1
10.5	11.5	11 10	segments	11	segments	10	51
11.5	12.5	12 10	segments	12	segments	10	75
12.5	13.5	13 10	segments	13	segments	10	99
13.5	14.5	14 10	segments	14	segments	10	123
14.5	15.5	15 10	segments	15	segments	10	147
15.5	16.5	16 10	segments	16	segments	10	171
16.5	17.5	17 10	segments	17	segments	10	195
17.5	18.5	18 10	segments	18	segments	10	219
18.5	19.5	19 10	segments	19	segments	10	243
19.5	20.5	20 10	segments	20	segments	10	291
20.5	21.5	21 10	segments	21	segments	10	315
21.5	22.5	22 10	segments	22	segments	10	339
22.5	23.5	23 10	segments	23	segments	10	363
23.5	24.5	24 10	segments	24	segments	10	387
24.5	25.5	25 10	segments	25	segments	10	411
0.5	1.5	1 11	segments	1	segments	11	3
1.5	2.5	2 11	segments	2	segments	11	268
2.5	3.5	3 11	segments	3	segments	11	436
3.5	4.5	4 11	segments	4	segments	11	460
4.5	5.5	5 11	segments	5	segments	11	484
5.5	6.5	6 11	segments	6	segments	11	508
6.5	7.5	7 11	segments	7	segments	11	532
7.5	8.5	8 11	segments	8	segments	11	556
8.5	9.5	9 11	segments	9	segments	11	580
9.5	10.5	10 11	segments	10	segments	11	27
10.5	11.5	1	segments	11	segments	11	1
11.5	12.5	12 11	segments	12	segments	11	76
12.5	13.5	13 11	segments	13	segments	11	100
13.5	14.5	14 11	segments	14	segments	11	124
14.5	15.5	15 11	segments	15	segments	11	148
15.5	16.5	16 11	segments	16	segments	11	172
16.5	17.5	17 11	segments	17	segments	11	196
17.5	18.5	18 11	segments	18	segments	11	220
18.5	19.5	19 11	segments	19	segments	11	244
19.5	20.5	20 11	segments	20	segments	11	292
20.5	21.5	21 11	segments	21	segments	11	316
21.5	22.5	22 11	segments	22	segments	11	340
22.5	23.5	23 11	segments	23	segments	11	364
23.5	24.5	24 11	segments	24	segments	11	388
24.5	25.5	25 11	segments	25	segments	11	412
0.5	1.5	1 12	segments	1	segments	12	4
1.5	2.5	2 12	segments	2	segments	12	269
2.5	3.5	3 12	segments	3	segments	12	437
3.5	4.5	4 12	segments	4	segments	12	461
4.5	5.5	5 12	segments	5	segments	12	485
5.5	6.5	6 12	segments	6	segments	12	509
6.5	7.5	7 12	segments	7	segments	12	533
7.5	8.5	8 12	segments	8	segments	12	557
8.5	9.5	9 12	segments	9	segments	12	581
9.5	10.5	10 12	segments	10	segments	12	28
10.5	11.5	11 12	segments	11	segments	12	52
11.5	12.5	1	segments	12	segments	12	1
12.5	13.5	13 12	segments	13	segments	12	101
13.5	14.5	14 12	segments	14	segments	12	125
14.5	15.5	15 12	segments	15	segments	12	149
15.5	16.5	16 12	segments	16	segments	12	173
16.5	17.5	17 12	segments	17	segments	12	197
17.5	18.5	18 12	segments	18	segments	12	221
18.5	19.5	19 12	segments	19	segments	12	245
19.5	20.5	20 12	segments	20	segments	12	293
20.5	21.5	21 12	segments	21	segments	12	317
21.5	22.5	22 12	segments	22	segments	12	341
22.5	23.5	23 12	segments	23	segments	12	365
23.5	24.5	24 12	segments	24	segments	12	389
24.5	25.5	25 12	segments	25	segments	12	413
0.5	1.5	1 13	segments	1	segments	13	5
1.5	2.5	2 13	segments	2	segments	13	270
2.5	3.5	3 13	segments	3	segments	13	438
3.5	4.5	4 13	segments	4	segments	13	462
4.5	5.5	5 13	segments	5	segments	13	486
5.5	6.5	6 13	segments	6	segments	13	510
6.5	7.5	7 13	segments	7	segments	13	534
7.5	8.5	8 13	segments	8	segments	13	558
8.5	9.5	9 13	segments	9	segments	13	582
9.5	10.5	10 13	segments	10	segments	13	29
10.5	11.5	11 13	segments	11	segments	13	53
11.5	12.5	12 13	segments	12	segments	13	77
12.5	13.5	1	segments	13	segments	13	1
13.5	14.5	14 13	segments	14	segments	13	126
14.5	15.5	15 13	segments	15	segments	13	150
15.5	16.5	16 13	segments	16	segments	13	174
16.5	17.5	17 13	segments	17	segments	13	198
17.5	18.5	18 13	segments	18	segments	13	222
18.5	19.5	19 13	segments	19	segments	13	246
19.5	20.5	20 13	segments	20	segments	13	294
20.5	21.5	21 13	segments	21	segments	13	318
21.5	22.5	22 13	segments	22	segments	13	342
22.5	23.5	23 13	segments	23	segments	13	366
23.5	24.5	24 13	segments	24	segments	13	390
24.5	25.5	25 13	segments	25	segments	13	414
0.5	1.5	1 14	segments	1	segments	14	6
1.5	2.5	2 14	segments	2	segments	14	271
2.5	3.5	3 14	segments	3	segments	14	439
3.5	4.5	4 14	segments	4	segments	14	463
4.5	5.5	5 14	segments	5	segments	14	487
5.5	6.5	6 14	segments	6	segments	14	511
6.5	7.5	7 14	segments	7	segments	14	535
7.5	8.5	8 14	segments	8	segments	14	559
8.5	9.5	9 14	segments	9	segments	14	583
9.5	10.5	10 14	segments	10	segments	14	30
10.5	11.5	11 14	segments	11	segments	14	54
11.5	12.5	12 14	segments	12	segments	14	78
12.5	13.5	13 14	segments	13	segments	14	102
13.5	14.5	1	segments	14	segments	14	1
14.5	15.5	15 14	segments	15	segments	14	151
15.5	16.5	16 14	segments	16	segments	14	175
16.5	17.5	17 14	segments	17	segments	14	199
17.5	18.5	18 14	segments	18	segments	14	223
18.5	19.5	19 14	segments	19	segments	14	247
19.5	20.5	20 14	segments	20	segments	14	295
20.5	21.5	21 14	segments	21	segments	14	319
21.5	22.5	22 14	segments	22	segments	14	343
22.5	23.5	23 14	segments	23	segments	14	367
23.5	24.5	24 14	segments	24	segments	14	391
24.5	25.5	25 14	segments	25	segments	14	415
0.5	1.5	1 15	segments	1	segments	15	7
1.5	2.5	2 15	segments	2	segments	15	272
2.5	3.5	3 15	segments	3	segments	15	440
3.5	4.5	4 15	segments	4	segments	15	464
4.5	5.5	5 15	segments	5	segments	15	488
5.5	6.5	6 15	segments	6	segments	15	512
6.5	7.5	7 15	segments	7	segments	15	536
7.5	8.5	8 15	segments	8	segments	15	560
8.5	9.5	9 15	segments	9	segments	15	584
9.5	10.5	10 15	segments	10	segments	15	31
10.5	11.5	11 15	segments	11	segments	15	55
11.5	12.5	12 15	segments	12	segments	15	79
12.5	13.5	13 15	segments	13	segments	15	103
13.5	14.5	14 15	segments	14	segments	15	127
14.5	15.5	1	segments	15	segments	15	1
15.5	16.5	16 15	segments	16	segments	15	176
16.5	17.5	17 15	segments	17	segments	15	200
17.5	18.5	18 15	segments	18	segments	15	224
18.5	19.5	19 15	segments	19	segments	15	248
19.5	20.5	20 15	segments	20	segments	15	296
20.5	21.5	21 15	segments	21	segments	15	320
21.5	22.5	22 15	segments	22	segments	15	344
22.5	23.5	23 15	segments	23	segments	15	368
23.5	24.5	24 15	segments	24	segments	15	392
24.5	25.5	25 15	segments	25	segments	15	416
0.5	1.5	1 16	segments	1	segments	16	8
1.5	2.5	2 16	segments	2	segments	16	273
2.5	3.5	3 16	segments	3	segments	16	441
3.5	4.5	4 16	segments	4	segments	16	465
4.5	5.5	5 16	segments	5	segments	16	489
5.5	6.5	6 16	segments	6	segments	16	513
6.5	7.5	7 16	segments	7	segments	16	537
7.5	8.5	8 16	segments	8	segments	16	561
8.5	9.5	9 16	segments	9	segments	16	585
9.5	10.5	10 16	segments	10	segments	16	32
10.5	11.5	11 16	segments	11	segments	16	56
11.5	12.5	12 16	segments	12	segments	16	80
12.5	13.5	13 16	segments	13	segments	16	104
13.5	14.5	14 16	segments	14	segments	16	128
14.5	15.5	15 16	segments	15	segments	16	152
15.5	16.5	1	segments	16	segments	16	1
16.5	17.5	17 16	segments	17	segments	16	201
17.5	18.5	18 16	segments	18	segments	16	225
18.5	19.5	19 16	segments	19	segments	16	249
19.5	20.5	20 16	segments	20	segments	16	297
20.5	21.5	21 16	segments	21	segments	16	321
21.5	22.5	22 16	segments	22	segments	16	345
22.5	23.5	23 16	segments	23	segments	16	369
23.5	24.5	24 16	segments	24	segments	16	393
24.5	25.5	25 16	segments	25	segments	16	417
0.5	1.5	1 17	segments	1	segments	17	9
1.5	2.5	2 17	segments	2	segments	17	274
2.5	3.5	3 17	segments	3	segments	17	442
3.5	4.5	4 17	segments	4	segments	17	466
4.5	5.5	5 17	segments	5	segments	17	490
5.5	6.5	6 17	segments	6	segments	17	514
6.5	7.5	7 17	segments	7	segments	17	538
7.5	8.5	8 17	segments	8	segments	17	562
8.5	9.5	9 17	segments	9	segments	17	586
9.5	10.5	10 17	segments	10	segments	17	33
10.5	11.5	11 17	segments	11	segments	17	57
11.5	12.5	12 17	segments	12	segments	17	81
12.5	13.5	13 17	segments	13	segments	17	105
13.5	14.5	14 17	segments	14	segments	17	129
14.5	15.5	15 17	segments	15	segments	17	153
15.5	16.5	16 17	segments	16	segments	17	177
16.5	17.5	1	segments	17	segments	17	1
17.5	18.5	18 17	segments	18	segments	17	226
18.5	19.5	19 17	segments	19	segments	17	250
19.5	20.5	20 17	segments	20	segments	17	298
20.5	21.5	21 17	segments	21	segments	17	322
21.5	22.5	22 17	segments	22	segments	17	346
22.5	23.5	23 17	segments	23	segments	17	370
23.5	24.5	24 17	segments	24	segments	17	394
24.5	25.5	25 17	segments	25	segments	17	418
0.5	1.5	1 18	segments	1	segments	18	10
1.5	2.5	2 18	segments	2	segments	18	275
2.5	3.5	3 18	segments	3	segments	18	443
3.5	4.5	4 18	segments	4	segments	18	467
4.5	5.5	5 18	segments	5	segments	18	491
5.5	6.5	6 18	segments	6	segments	18	515
6.5	7.5	7 18	segments	7	segments	18	539
7.5	8.5	8 18	segments	8	segments	18	563
8.5	9.5	9 18	segments	9	segments	18	587
9.5	10.5	10 18	segments	10	segments	18	34
10.5	11.5	11 18	segments	11	segments	18	58
11.5	12.5	12 18	segments	12	segments	18	82
12.5	13.5	13 18	segments	13	segments	18	106
13.5	14.5	14 18	segments	14	segments	18	130
14.5	15.5	15 18	segments	15	segments	18	154
15.5	16.5	16 18	segments	16	segments	18	178
16.5	17.5	17 18	segments	17	segments	18	202
17.5	18.5	1	segments	18	segments	18	1
18.5	19.5	19 18	segments	19	segments	18	251
19.5	20.5	20 18	segments	20	segments	18	299
20.5	21.5	21 18	segments	21	segments	18	323
21.5	22.5	22 18	segments	22	segments	18	347
22.5	23.5	23 18	segments	23	segments	18	371
23.5	24.5	24 18	segments	24	segments	18	395
24.5	25.5	25 18	segments	25	segments	18	419
0.5	1.5	1 19	segments	1	segments	19	11
1.5	2.5	2 19	segments	2	segments	19	276
2.5	3.5	3 19	segments	3	segments	19	444
3.5	4.5	4 19	segments	4	segments	19	468
4.5	5.5	5 19	segments	5	segments	19	492
5.5	6.5	6 19	segments	6	segments	19	516
6.5	7.5	7 19	segments	7	segments	19	540
7.5	8.5	8 19	segments	8	segments	19	564
8.5	9.5	9 19	segments	9	segments	19	588
9.5	10.5	10 19	segments	10	segments	19	35
10.5	11.5	11 19	segments	11	segments	19	59
11.5	12.5	12 19	segments	12	segments	19	83
12.5	13.5	13 19	segments	13	segments	19	107
13.5	14.5	14 19	segments	14	segments	19	131
14.5	15.5	15 19	segments	15	segments	19	155
15.5	16.5	16 19	segments	16	segments	19	179
16.5	17.5	17 19	segments	17	segments	19	203
17.5	18.5	18 19	segments	18	segments	19	227
18.5	19.5	1	segments	19	segments	19	1
19.5	20.5	20 19	segments	20	segments	19	300
20.5	21.5	21 19	segments	21	segments	19	324
21.5	22.5	22 19	segments	22	segments	19	348
22.5	23.5	23 19	segments	23	segments	19	372
23.5	24.5	24 19	segments	24	segments	19	396
24.5	25.5	25 19	segments	25	segments	19	420
0.5	1.5	1 20	segments	1	segments	20	13
1.5	2.5	2 20	segments	2	segments	20	277
2.5	3.5	3 20	segments	3	segments	20	446
3.5	4.5	4 20	segments	4	segments	20	470
4.5	5.5	5 20	segments	5	segments	20	494
5.5	6.5	6 20	segments	6	segments	20	518
6.5	7.5	7 20	segments	7	segments	20	542
7.5	8.5	8 20	segments	8	segments	20	566
8.5	9.5	9 20	segments	9	segments	20	590
9.5	10.5	10 20	segments	10	segments	20	37
10.5	11.5	11 20	segments	11	segments	20	61
11.5	12.5	12 20	segments	12	segments	20	85
12.5	13.5	13 20	segments	13	segments	20	109
13.5	14.5	14 20	segments	14	segments	20	133
14.5	15.5	15 20	segments	15	segments	20	157
15.5	16.5	16 20	segments	16	segments	20	181
16.5	17.5	17 20	segments	17	segments	20	205
17.5	18.5	18 20	segments	18	segments	20	229
18.5	19.5	19 20	segments	19	segments	20	253
19.5	20.5	1	segments	20	segments	20	1
20.5	21.5	21 20	segments	21	segments	20	326
21.5	22.5	22 20	segments	22	segments	20	350
22.5	23.5	23 20	segments	23	segments	20	374
23.5	24.5	24 20	segments	24	segments	20	398
24.5	25.5	25 20	segments	25	segments	20	422
0.5	1.5	1 21	segments	1	segments	21	14
1.5	2.5	2 21	segments	2	segments	21	278
2.5	3.5	3 21	segments	3	segments	21	447
3.5	4.5	4 21	segments	4	segments	21	471
4.5	5.5	5 21	segments	5	segments	21	495
5.5	6.5	6 21	segments	6	segments	21	519
6.5	7.5	7 21	segments	7	segments	21	543
7.5	8.5	8 21	segments	8	segments	21	567
8.5	9.5	9 21	segments	9	segments	21	591
9.5	10.5	10 21	segments	10	segments	21	38
10.5	11.5	11 21	segments	11	segments	21	62
11.5	12.5	12 21	segments	12	segments	21	86
12.5	13.5	13 21	segments	13	segments	21	110
13.5	14.5	14 21	segments	14	segments	21	134
14.5	15.5	15 21	segments	15	segments	21	158
15.5	16.5	16 21	segments	16	segments	21	182
16.5	17.5	17 21	segments	17	segments	21	206
17.5	18.5	18 21	segments	18	segments	21	230
18.5	19.5	19 21	segments	19	segments	21	254
19.5	20.5	20 21	segments	20	segments	21	302
20.5	21.5	1	segments	21	segments	21	1
21.5	22.5	22 21	segments	22	segments	21	351
22.5	23.5	23 21	segments	23	segments	21	375
23.5	24.5	24 21	segments	24	segments	21	399
24.5	25.5	25 21	segments	25	segments	21	423
0.5	1.5	1 22	segments	1	segments	22	15
1.5	2.5	2 22	segments	2	segments	22	279
2.5	3.5	3 22	segments	3	segments	22	448
3.5	4.5	4 22	segments	4	segments	22	472
4.5	5.5	5 22	segments	5	segments	22	496
5.5	6.5	6 22	segments	6	segments	22	520
6.5	7.5	7 22	segments	7	segments	22	544
7.5	8.5	8 22	segments	8	segments	22	568
8.5	9.5	9 22	segments	9	segments	22	592
9.5	10.5	10 22	segments	10	segments	22	39
10.5	11.5	11 22	segments	11	segments	22	63
11.5	12.5	12 22	segments	12	segments	22	87
12.5	13.5	13 22	segments	13	segments	22	111
13.5	14.5	14 22	segments	14	segments	22	135
14.5	15.5	15 22	segments	15	segments	22	159
15.5	16.5	16 22	segments	16	segments	22	183
16.5	17.5	17 22	segments	17	segments	22	207
17.5	18.5	18 22	segments	18	segments	22	231
18.5	19.5	19 22	segments	19	segments	22	255
19.5	20.5	20 22	segments	20	segments	22	303
20.5	21.5	21 22	segments	21	segments	22	327
21.5	22.5	1	segments	22	segments	22	1
22.5	23.5	23 22	segments	23	segments	22	376
23.5	24.5	24 22	segments	24	segments	22	400
24.5	25.5	25 22	segments	25	segments	22	424
0.5	1.5	1 23	segments	1	segments	23	16
1.5	2.5	2 23	segments	2	segments	23	280
2.5	3.5	3 23	segments	3	segments	23	449
3.5	4.5	4 23	segments	4	segments	23	473
4.5	5.5	5 23	segments	5	segments	23	497
5.5	6.5	6 23	segments	6	segments	23	521
6.5	7.5	7 23	segments	7	segments	23	545
7.5	8.5	8 23	segments	8	segments	23	569
8.5	9.5	9 23	segments	9	segments	23	593
9.5	10.5	10 23	segments	10	segments	23	40
10.5	11.5	11 23	segments	11	segments	23	64
11.5	12.5	12 23	segments	12	segments	23	88
12.5	13.5	13 23	segments	13	segments	23	112
13.5	14.5	14 23	segments	14	segments	23	136
14.5	15.5	15 23	segments	15	segments	23	160
15.5	16.5	16 23	segments	16	segments	23	184
16.5	17.5	17 23	segments	17	segments	23	208
17.5	18.5	18 23	segments	18	segments	23	232
18.5	19.5	19 23	segments	19	segments	23	256
19.5	20.5	20 23	segments	20	segments	23	304
20.5	21.5	21 23	segments	21	segments	23	328
21.5	22.5	22 23	segments	22	segments	23	352
22.5	23.5	1	segments	23	segments	23	1
23.5	24.5	24 23	segments	24	segments	23	401
24.5	25.5	25 23	segments	25	segments	23	425
0.5	1.5	1 24	segments	1	segments	24	17
1.5	2.5	2 24	segments	2	segments	24	281
2.5	3.5	3 24	segments	3	segments	24	450
3.5	4.5	4 24	segments	4	segments	24	474
4.5	5.5	5 24	segments	5	segments	24	498
5.5	6.5	6 24	segments	6	segments	24	522
